,,,,,,
,,2024-12-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2024-12-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2024-12-01 00:00:00,300,Savings Contribution,Asset,Savings Account
,,2024-12-01 00:00:00,400,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2024-12-01 00:00:00,300,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2024-12-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-01-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-01-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-01-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-01-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-01-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-01-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-01-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-02-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-02-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-02-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-02-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-02-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-02-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-02-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-03-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-03-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-03-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-03-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-03-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-03-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-03-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-03-01 00:00:00,-12000,Sale of Watch Collection,Asset,Watch Collection
,,2025-03-01 00:00:00,12000,Savings Contribution from Watch Sale,Asset,Savings Account
,,2025-04-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-04-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-04-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-04-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-04-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-04-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-04-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-05-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-05-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-05-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-05-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-05-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-05-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-05-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-06-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-06-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-06-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-06-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-06-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-06-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-06-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-07-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-07-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-07-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-07-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-07-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-07-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-07-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-08-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-08-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-08-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-08-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-08-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-08-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-08-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-09-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-09-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-09-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-09-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-09-01 00:00:00,1000,Savings Contribution,Asset,Savings Account
,,2025-09-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-09-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-09-01 00:00:00,103000,IP Purchase Price + Transactional Costs,Asset,Investment Property
,,2025-09-01 00:00:00,-3000,IP Transactional Costs,Asset,Savings Account
,,2025-09-01 00:00:00,-20000,IP Down Payment,Asset,Savings Account
,,2025-09-01 00:00:00,-80000,Accrual IP Mortgage @4% interest,Liability,Mortgage Invest. Prop.
,,2025-10-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-10-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-10-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-10-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-10-01 00:00:00,600,Savings Contribution,Asset,Savings Account
,,2025-10-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-10-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-10-01 00:00:00,400,Monthly Mortgage Payment,Liability,Mortgage Invest. Prop.
,,2025-11-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-11-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-11-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-11-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-11-01 00:00:00,600,Savings Contribution,Asset,Savings Account
,,2025-11-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-11-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-11-01 00:00:00,400,Monthly Mortgage Payment,Liability,Mortgage Invest. Prop.
,,2025-12-01 00:00:00,650,401k Contribution,Asset,401k
,,2025-12-01 00:00:00,500,Roth IRA Contribution,Asset,Roth IRA
,,2025-12-01 00:00:00,300,Monthly Rate Undergraduate Loan,Liability,Undergraduate Loan
,,2025-12-01 00:00:00,200,Monthly Rate Car Loan,Liability,Car Loan
,,2025-12-01 00:00:00,600,Savings Contribution,Asset,Savings Account
,,2025-12-01 00:00:00,500,ETF Portfolio Contribution,Asset,ETF Portfolio
,,2025-12-01 00:00:00,1500,Stock Portfolio Contribution,Asset,Stock Portfolio
,,2025-12-01 00:00:00,400,Monthly Mortgage Payment,Liability,Mortgage Invest. Prop.
